record_id,employee_id,course_name,category,provider,completion_date,hours,status,result
TRN-00718,MOEI-10216,Code of Ethics Refresher,Compliance & Ethics,Mohammed Bin Rashid School of Government,2023-11-15,24,Completed,Passed
TRN-00719,MOEI-10216,Anti-Fraud Awareness,Compliance & Ethics,Coursera (Gov Licence),2022-09-18,12,Completed,Passed
TRN-00720,MOEI-10216,Emergency Response,Health & Safety,Federal Authority for Government HR,2024-09-10,4,Completed,Passed
TRN-00721,MOEI-10216,Arabic Business Writing,Language & Communication,Mohammed Bin Rashid School of Government,2022-06-09,16,Completed,Passed
TRN-00722,MOEI-10217,Public Speaking,Language & Communication,External Vendor,2023-01-15,24,Completed,Passed
TRN-00723,MOEI-10217,Anti-Fraud Awareness,Compliance & Ethics,External Vendor,2022-10-13,16,Completed,Passed
TRN-00724,MOEI-10217,Financial Reporting,Finance & Procurement,MOEI Academy,2022-07-22,40,Completed,Passed
TRN-00725,MOEI-10217,Risk Management Fundamentals,Project Management,MOEI Academy,2025-06-17,12,Completed,Passed
TRN-00726,MOEI-10218,SQL for Beginners,Data Analytics,Coursera (Gov Licence),2022-05-30,40,Completed,Passed
TRN-00727,MOEI-10218,Generative AI Foundations,Digital & AI,External Vendor,2024-08-12,16,Completed,Passed
TRN-00728,MOEI-10218,Applied AI for Government,Digital & AI,Coursera (Gov Licence),2023-01-05,16,Completed,Passed
TRN-00729,MOEI-10218,Agile Project Delivery,Project Management,Mohammed Bin Rashid School of Government,2023-11-05,24,Completed,Passed
TRN-00730,MOEI-10219,Risk Management Fundamentals,Project Management,Mohammed Bin Rashid School of Government,2026-02-27,16,Completed,Passed
TRN-00731,MOEI-10219,Government Leadership Excellence,Leadership & Management,Federal Authority for Government HR,2024-08-20,12,Completed,Passed
TRN-00732,MOEI-10219,Business English,Language & Communication,MOEI Academy,2025-05-16,12,Completed,Passed
TRN-00733,MOEI-10219,Service Design Thinking,Customer Service,MOEI Academy,2023-03-14,40,Completed,Passed
TRN-00734,MOEI-10220,Public Procurement Rules,Finance & Procurement,Federal Authority for Government HR,2025-07-25,4,Completed,Passed
TRN-00735,MOEI-10220,Generative AI Foundations,Digital & AI,Coursera (Gov Licence),2025-12-29,24,Completed,Passed
TRN-00736,MOEI-10220,Risk Management Fundamentals,Project Management,MOEI Academy,2023-06-16,4,Completed,Passed
TRN-00737,MOEI-10221,Government Budgeting,Finance & Procurement,Coursera (Gov Licence),2023-02-11,16,Completed,Passed
TRN-00738,MOEI-10221,Data-Driven Decision Making,Digital & AI,External Vendor,2025-11-27,16,Completed,Passed
TRN-00739,MOEI-10221,Energy Systems,Technical & Engineering,External Vendor,2023-02-11,24,Completed,Passed
TRN-00740,MOEI-10221,Generative AI Foundations,Digital & AI,Coursera (Gov Licence),2022-01-30,8,Completed,Passed
TRN-00741,MOEI-10221,Strategic Decision Making,Leadership & Management,MOEI Academy,2023-06-23,16,Completed,Passed
TRN-00742,MOEI-10221,SQL for Beginners,Data Analytics,MOEI Academy,,4,Enrolled,
TRN-00743,MOEI-10221,Digital Transformation,Digital & AI,Federal Authority for Government HR,2025-11-27,24,Completed,Passed
TRN-00744,MOEI-10221,Government Leadership Excellence,Leadership & Management,MOEI Academy,2025-10-23,12,Completed,Passed
TRN-00745,MOEI-10221,Coaching for Managers,Leadership & Management,MOEI Academy,2023-09-21,40,Completed,Passed
TRN-00746,MOEI-10222,Emergency Response,Health & Safety,External Vendor,2024-04-20,16,Completed,Passed
TRN-00747,MOEI-10222,Infrastructure Asset Management,Technical & Engineering,Coursera (Gov Licence),,16,Enrolled,
TRN-00748,MOEI-10222,Code of Ethics Refresher,Compliance & Ethics,External Vendor,2025-02-06,16,Completed,Passed
TRN-00749,MOEI-10222,Service Design Thinking,Customer Service,Coursera (Gov Licence),2025-09-12,40,Completed,Passed
TRN-00750,MOEI-10224,Business English,Language & Communication,MOEI Academy,,4,In Progress,
TRN-00751,MOEI-10224,Strategic Decision Making,Leadership & Management,External Vendor,2023-03-14,24,Completed,Passed
TRN-00752,MOEI-10224,Digital Transformation,Digital & AI,MOEI Academy,2025-06-09,40,Completed,Passed
TRN-00753,MOEI-10224,Public Procurement Rules,Finance & Procurement,Coursera (Gov Licence),2023-10-21,24,Completed,Passed
TRN-00754,MOEI-10224,Customer Happiness Standards,Customer Service,MOEI Academy,,12,In Progress,
TRN-00755,MOEI-10224,Emergency Response,Health & Safety,Coursera (Gov Licence),2026-03-26,4,Completed,Passed
TRN-00756,MOEI-10225,Risk Management Fundamentals,Project Management,Mohammed Bin Rashid School of Government,2023-08-04,12,Completed,Passed
TRN-00757,MOEI-10225,Customer Happiness Standards,Customer Service,Coursera (Gov Licence),,4,In Progress,
TRN-00758,MOEI-10225,Future Leaders Programme,Leadership & Management,External Vendor,2022-11-11,40,Completed,Passed
TRN-00759,MOEI-10226,Anti-Fraud Awareness,Compliance & Ethics,Coursera (Gov Licence),,8,Enrolled,
TRN-00760,MOEI-10226,Infrastructure Asset Management,Technical & Engineering,Coursera (Gov Licence),2023-01-30,4,Completed,Passed
TRN-00761,MOEI-10226,Arabic Business Writing,Language & Communication,Coursera (Gov Licence),,40,Enrolled,
TRN-00762,MOEI-10226,SQL for Beginners,Data Analytics,Coursera (Gov Licence),2023-10-14,8,Completed,Passed
TRN-00763,MOEI-10226,Data-Driven Decision Making,Digital & AI,External Vendor,2024-10-29,16,Completed,Passed
TRN-00764,MOEI-10227,Financial Reporting,Finance & Procurement,Federal Authority for Government HR,,4,Enrolled,
TRN-00765,MOEI-10227,Applied AI for Government,Digital & AI,External Vendor,2024-06-14,8,Completed,Passed
TRN-00766,MOEI-10227,Future Leaders Programme,Leadership & Management,Federal Authority for Government HR,2025-03-17,16,Completed,Passed
TRN-00767,MOEI-10227,Code of Ethics Refresher,Compliance & Ethics,Federal Authority for Government HR,2023-05-06,12,Completed,Passed
TRN-00768,MOEI-10227,Risk Management Fundamentals,Project Management,Coursera (Gov Licence),2023-05-18,12,Completed,Passed
TRN-00769,MOEI-10227,Coaching for Managers,Leadership & Management,MOEI Academy,,40,Enrolled,
TRN-00770,MOEI-10228,Applied AI for Government,Digital & AI,MOEI Academy,,4,Enrolled,
TRN-00771,MOEI-10228,Data Visualization,Data Analytics,MOEI Academy,,4,In Progress,
TRN-00772,MOEI-10228,Emergency Response,Health & Safety,Coursera (Gov Licence),2023-03-02,4,Completed,Passed
TRN-00773,MOEI-10228,Customer Happiness Standards,Customer Service,MOEI Academy,,8,Enrolled,
TRN-00774,MOEI-10228,Service Design Thinking,Customer Service,Coursera (Gov Licence),2023-10-05,8,Completed,Passed
TRN-00775,MOEI-10230,Government Leadership Excellence,Leadership & Management,External Vendor,2025-09-12,4,Completed,Passed
TRN-00776,MOEI-10230,Generative AI Foundations,Digital & AI,External Vendor,2023-12-12,24,Completed,Passed
TRN-00777,MOEI-10230,Maritime Safety Standards,Technical & Engineering,Mohammed Bin Rashid School of Government,2022-11-21,4,Completed,Passed
TRN-00778,MOEI-10231,Energy Systems,Technical & Engineering,Mohammed Bin Rashid School of Government,2026-04-08,4,Completed,Passed
TRN-00779,MOEI-10231,Coaching for Managers,Leadership & Management,Federal Authority for Government HR,2022-10-11,12,Completed,Passed
TRN-00780,MOEI-10231,Future Leaders Programme,Leadership & Management,Mohammed Bin Rashid School of Government,2023-12-15,16,Completed,Passed
TRN-00781,MOEI-10231,Emergency Response,Health & Safety,Federal Authority for Government HR,,12,Enrolled,
TRN-00782,MOEI-10231,Generative AI Foundations,Digital & AI,External Vendor,2024-03-15,12,Completed,Passed
TRN-00783,MOEI-10232,Risk Management Fundamentals,Project Management,Coursera (Gov Licence),2024-09-26,16,Completed,Passed
TRN-00784,MOEI-10232,Public Speaking,Language & Communication,External Vendor,,4,In Progress,
TRN-00785,MOEI-10233,Service Design Thinking,Customer Service,Mohammed Bin Rashid School of Government,2023-06-09,40,Completed,Passed
TRN-00786,MOEI-10233,Digital Transformation,Digital & AI,External Vendor,,12,In Progress,
TRN-00787,MOEI-10233,Arabic Business Writing,Language & Communication,External Vendor,2023-12-18,12,Completed,Passed
TRN-00788,MOEI-10233,Customer Happiness Standards,Customer Service,Mohammed Bin Rashid School of Government,2022-12-16,16,Completed,Passed
TRN-00789,MOEI-10233,Data Visualization,Data Analytics,Mohammed Bin Rashid School of Government,2023-09-10,12,Completed,Passed
TRN-00790,MOEI-10234,Code of Ethics Refresher,Compliance & Ethics,MOEI Academy,2022-01-20,40,Completed,Passed
TRN-00791,MOEI-10235,Arabic Business Writing,Language & Communication,Coursera (Gov Licence),2023-04-22,12,Completed,Passed
TRN-00792,MOEI-10236,Risk Management Fundamentals,Project Management,Mohammed Bin Rashid School of Government,2023-03-22,40,Completed,Passed
TRN-00793,MOEI-10236,Public Speaking,Language & Communication,Coursera (Gov Licence),2022-06-03,40,Completed,Passed
TRN-00794,MOEI-10236,Service Design Thinking,Customer Service,MOEI Academy,2023-10-18,16,Completed,Passed
TRN-00795,MOEI-10236,Occupational Health & Safety,Health & Safety,MOEI Academy,2023-07-17,16,Completed,Passed
TRN-00796,MOEI-10236,Data Visualization,Data Analytics,External Vendor,2025-04-25,4,Completed,Passed
TRN-00797,MOEI-10237,Future Leaders Programme,Leadership & Management,Coursera (Gov Licence),2024-08-03,4,Completed,Passed
TRN-00798,MOEI-10237,Energy Systems,Technical & Engineering,MOEI Academy,2022-03-22,4,Completed,Passed
TRN-00799,MOEI-10237,Occupational Health & Safety,Health & Safety,Mohammed Bin Rashid School of Government,2024-04-30,12,Completed,Passed
TRN-00800,MOEI-10238,Customer Happiness Standards,Customer Service,Coursera (Gov Licence),2026-05-28,24,Completed,Passed
TRN-00801,MOEI-10238,Strategic Decision Making,Leadership & Management,Coursera (Gov Licence),2026-03-23,16,Completed,Passed
TRN-00802,MOEI-10238,Generative AI Foundations,Digital & AI,MOEI Academy,2026-02-01,4,Completed,Passed
TRN-00803,MOEI-10239,Generative AI Foundations,Digital & AI,MOEI Academy,2026-04-27,8,Completed,Passed
TRN-00804,MOEI-10239,Information Security Basics,Compliance & Ethics,MOEI Academy,,12,Enrolled,
TRN-00805,MOEI-10240,Applied AI for Government,Digital & AI,Mohammed Bin Rashid School of Government,2023-09-21,40,Completed,Passed
TRN-00806,MOEI-10241,Service Design Thinking,Customer Service,External Vendor,,16,Enrolled,
TRN-00807,MOEI-10241,Data-Driven Decision Making,Digital & AI,External Vendor,,16,In Progress,
TRN-00808,MOEI-10241,Occupational Health & Safety,Health & Safety,External Vendor,2025-12-24,16,Completed,Passed
TRN-00809,MOEI-10241,Emergency Response,Health & Safety,Coursera (Gov Licence),2025-06-02,8,Completed,Passed
TRN-00810,MOEI-10241,Generative AI Foundations,Digital & AI,Mohammed Bin Rashid School of Government,2025-05-07,24,Completed,Passed
TRN-00811,MOEI-10242,Digital Transformation,Digital & AI,Federal Authority for Government HR,2022-05-04,16,Completed,Passed
TRN-00812,MOEI-10242,Agile Project Delivery,Project Management,External Vendor,2022-08-03,24,Completed,Passed
TRN-00813,MOEI-10242,Anti-Fraud Awareness,Compliance & Ethics,Federal Authority for Government HR,2025-12-22,24,Completed,Passed
TRN-00814,MOEI-10242,Coaching for Managers,Leadership & Management,External Vendor,,24,Enrolled,
TRN-00815,MOEI-10242,Future Leaders Programme,Leadership & Management,Mohammed Bin Rashid School of Government,2023-07-24,24,Completed,Passed
TRN-00816,MOEI-10242,SQL for Beginners,Data Analytics,Federal Authority for Government HR,2022-08-08,4,Completed,Passed
TRN-00817,MOEI-10243,Data Visualization,Data Analytics,External Vendor,2022-02-28,16,Completed,Passed
TRN-00818,MOEI-10243,Anti-Fraud Awareness,Compliance & Ethics,MOEI Academy,,12,Enrolled,
TRN-00819,MOEI-10243,Customer Happiness Standards,Customer Service,Coursera (Gov Licence),2022-11-05,24,Completed,Passed
TRN-00820,MOEI-10243,Code of Ethics Refresher,Compliance & Ethics,MOEI Academy,2024-06-22,4,Completed,Passed
TRN-00821,MOEI-10244,Service Design Thinking,Customer Service,Coursera (Gov Licence),2023-02-02,8,Completed,Passed
TRN-00822,MOEI-10244,Arabic Business Writing,Language & Communication,External Vendor,2024-12-20,16,Completed,Passed
TRN-00823,MOEI-10244,Applied AI for Government,Digital & AI,MOEI Academy,2025-08-16,8,Completed,Passed
TRN-00824,MOEI-10244,Coaching for Managers,Leadership & Management,MOEI Academy,2023-05-04,12,Completed,Passed
TRN-00825,MOEI-10244,Risk Management Fundamentals,Project Management,Coursera (Gov Licence),2025-12-03,16,Completed,Passed
TRN-00826,MOEI-10245,Risk Management Fundamentals,Project Management,Federal Authority for Government HR,2025-11-17,8,Completed,Passed
TRN-00827,MOEI-10246,Information Security Basics,Compliance & Ethics,Mohammed Bin Rashid School of Government,2023-08-13,40,Completed,Passed
TRN-00828,MOEI-10246,Future Leaders Programme,Leadership & Management,External Vendor,2023-01-15,16,Completed,Passed
TRN-00829,MOEI-10247,Financial Reporting,Finance & Procurement,MOEI Academy,2023-05-04,8,Completed,Passed
TRN-00830,MOEI-10247,Data Visualization,Data Analytics,MOEI Academy,2024-07-21,40,Completed,Passed
TRN-00831,MOEI-10247,Emergency Response,Health & Safety,Mohammed Bin Rashid School of Government,2023-11-16,4,Completed,Passed
TRN-00832,MOEI-10247,Power BI Essentials,Data Analytics,Coursera (Gov Licence),2025-05-01,24,Completed,Passed
TRN-00833,MOEI-10247,Strategic Decision Making,Leadership & Management,MOEI Academy,2023-05-22,4,Completed,Passed
TRN-00834,MOEI-10247,Public Speaking,Language & Communication,External Vendor,,24,In Progress,
TRN-00835,MOEI-10248,Power BI Essentials,Data Analytics,Mohammed Bin Rashid School of Government,2022-11-16,16,Completed,Passed
TRN-00836,MOEI-10248,Emergency Response,Health & Safety,Coursera (Gov Licence),2025-05-17,12,Completed,Passed
TRN-00837,MOEI-10249,Occupational Health & Safety,Health & Safety,Mohammed Bin Rashid School of Government,2026-02-09,24,Completed,Passed
TRN-00838,MOEI-10249,Arabic Business Writing,Language & Communication,External Vendor,2025-10-09,40,Completed,Passed
TRN-00839,MOEI-10249,Government Leadership Excellence,Leadership & Management,Federal Authority for Government HR,,12,In Progress,
TRN-00840,MOEI-10250,Government Leadership Excellence,Leadership & Management,Coursera (Gov Licence),2025-03-28,12,Completed,Passed
TRN-00841,MOEI-10250,Risk Management Fundamentals,Project Management,Coursera (Gov Licence),2022-07-02,40,Completed,Passed
TRN-00842,MOEI-10250,Generative AI Foundations,Digital & AI,Coursera (Gov Licence),2025-07-07,24,Completed,Passed
TRN-00843,MOEI-10250,Data Visualization,Data Analytics,Mohammed Bin Rashid School of Government,2025-10-22,16,Completed,Passed
TRN-00844,MOEI-10251,Service Design Thinking,Customer Service,External Vendor,2024-06-13,24,Completed,Passed
TRN-00845,MOEI-10251,Information Security Basics,Compliance & Ethics,Coursera (Gov Licence),2023-05-28,24,Completed,Passed
TRN-00846,MOEI-10251,Anti-Fraud Awareness,Compliance & Ethics,Coursera (Gov Licence),,40,Enrolled,
TRN-00847,MOEI-10251,SQL for Beginners,Data Analytics,Mohammed Bin Rashid School of Government,2023-07-23,24,Completed,Passed
TRN-00848,MOEI-10251,Energy Systems,Technical & Engineering,Mohammed Bin Rashid School of Government,2023-08-18,4,Completed,Passed
TRN-00849,MOEI-10252,Strategic Decision Making,Leadership & Management,External Vendor,2026-01-16,4,Completed,Passed
TRN-00850,MOEI-10252,Government Budgeting,Finance & Procurement,MOEI Academy,2026-04-26,4,Completed,Passed
TRN-00851,MOEI-10253,Data Visualization,Data Analytics,External Vendor,2023-08-04,40,Completed,Passed
TRN-00852,MOEI-10253,Maritime Safety Standards,Technical & Engineering,Federal Authority for Government HR,2022-06-26,40,Completed,Passed
TRN-00853,MOEI-10253,Agile Project Delivery,Project Management,Mohammed Bin Rashid School of Government,,8,In Progress,
TRN-00854,MOEI-10255,Code of Ethics Refresher,Compliance & Ethics,Coursera (Gov Licence),2025-10-21,16,Completed,Passed
TRN-00855,MOEI-10255,Generative AI Foundations,Digital & AI,Federal Authority for Government HR,2023-09-11,24,Completed,Passed
TRN-00856,MOEI-10255,Service Design Thinking,Customer Service,Federal Authority for Government HR,2025-03-30,12,Completed,Passed
TRN-00857,MOEI-10255,SQL for Beginners,Data Analytics,Mohammed Bin Rashid School of Government,2025-02-09,4,Completed,Passed
TRN-00858,MOEI-10257,Occupational Health & Safety,Health & Safety,Coursera (Gov Licence),2024-02-09,4,Completed,Passed
TRN-00859,MOEI-10257,SQL for Beginners,Data Analytics,Mohammed Bin Rashid School of Government,2025-11-22,16,Completed,Passed
TRN-00860,MOEI-10257,Anti-Fraud Awareness,Compliance & Ethics,Coursera (Gov Licence),2024-08-13,16,Completed,Passed
TRN-00861,MOEI-10257,Future Leaders Programme,Leadership & Management,Federal Authority for Government HR,2026-04-20,24,Completed,Passed
TRN-00862,MOEI-10257,Government Budgeting,Finance & Procurement,Federal Authority for Government HR,2025-04-03,24,Completed,Passed
TRN-00863,MOEI-10258,Arabic Business Writing,Language & Communication,Coursera (Gov Licence),2022-04-20,8,Completed,Passed
TRN-00864,MOEI-10258,Customer Happiness Standards,Customer Service,External Vendor,,16,In Progress,
TRN-00865,MOEI-10258,Future Leaders Programme,Leadership & Management,MOEI Academy,2022-04-23,12,Completed,Passed
TRN-00866,MOEI-10258,Business English,Language & Communication,Mohammed Bin Rashid School of Government,2023-08-19,4,Completed,Passed
TRN-00867,MOEI-10258,Applied AI for Government,Digital & AI,Federal Authority for Government HR,2025-12-07,24,Completed,Passed
TRN-00868,MOEI-10259,Occupational Health & Safety,Health & Safety,Federal Authority for Government HR,,12,In Progress,
TRN-00869,MOEI-10259,Financial Reporting,Finance & Procurement,External Vendor,,40,In Progress,
TRN-00870,MOEI-10259,PMP Preparation,Project Management,External Vendor,2022-05-18,4,Completed,Passed
TRN-00871,MOEI-10260,Data-Driven Decision Making,Digital & AI,MOEI Academy,2023-02-23,24,Completed,Passed
TRN-00872,MOEI-10260,Emergency Response,Health & Safety,Mohammed Bin Rashid School of Government,,16,Enrolled,
TRN-00873,MOEI-10260,Occupational Health & Safety,Health & Safety,External Vendor,,12,In Progress,
TRN-00874,MOEI-10260,Public Speaking,Language & Communication,External Vendor,,4,In Progress,
TRN-00875,MOEI-10260,Customer Happiness Standards,Customer Service,Federal Authority for Government HR,2025-07-26,40,Completed,Passed
